ID,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,Term
1119699,29,technician,single,professional.course,no,no,no,cellular,aug,tue,603,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
1119700,63,management,married,basic.4y,unknown,yes,no,cellular,nov,tue,131,4,999,2,failure,-3.4,92.649,-30.1,0.715,5017.5,1
1119701,50,technician,single,university.degree,unknown,no,no,cellular,jul,tue,86,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
1119702,38,housemaid,married,university.degree,no,yes,no,cellular,may,wed,90,1,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,0
1119703,49,admin.,married,high.school,no,no,no,cellular,may,tue,104,1,6,1,success,-1.8,92.893,-46.2,1.344,5099.1,0
1119704,32,technician,single,university.degree,no,yes,no,cellular,aug,fri,166,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
1119705,35,management,single,university.degree,no,yes,yes,cellular,nov,wed,293,2,999,1,failure,-0.1,93.2,-42,4.12,5195.8,0
1119706,41,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,434,3,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0
1119707,29,admin.,single,high.school,no,yes,no,cellular,jun,fri,213,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,0
1119708,47,management,married,university.degree,no,no,no,telephone,nov,tue,195,3,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
1119709,28,unknown,single,unknown,unknown,yes,yes,telephone,may,tue,1201,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,1
1119710,23,student,single,high.school,no,yes,no,cellular,apr,thu,354,3,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
1119711,34,technician,married,professional.course,no,yes,no,cellular,nov,fri,251,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
1119712,47,technician,married,professional.course,unknown,yes,no,cellular,apr,fri,260,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
1119713,37,blue-collar,single,basic.9y,unknown,no,no,telephone,may,fri,1230,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,1
1119714,34,admin.,married,high.school,no,no,no,cellular,may,tue,295,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
1119715,50,admin.,married,high.school,no,yes,yes,cellular,sep,fri,128,1,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,0
1119716,34,technician,divorced,professional.course,no,no,no,telephone,mar,fri,257,1,999,1,failure,-1.8,93.369,-34.8,0.653,5008.7,1
1119717,53,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,thu,332,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
1119718,31,admin.,single,university.degree,no,no,no,cellular,aug,mon,65,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
1119719,60,management,married,professional.course,no,yes,no,cellular,oct,wed,219,2,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,0
1119720,31,technician,single,high.school,unknown,yes,yes,cellular,may,mon,17,6,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
1119721,30,admin.,single,university.degree,no,no,no,cellular,aug,tue,343,1,999,0,nonexistent,-1.7,94.027,-38.3,0.886,4991.6,1
1119722,34,housemaid,married,high.school,unknown,no,no,cellular,may,wed,142,3,999,0,nonexistent,?,92.893,-46.2,1.334,5099.1,0
1119723,50,self-employed,married,professional.course,no,yes,no,cellular,jul,thu,77,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
1119724,43,management,married,high.school,no,yes,yes,cellular,nov,mon,70,3,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
1119725,32,student,married,high.school,no,no,no,telephone,sep,wed,277,5,999,0,nonexistent,-3.4,92.379,-29.8,0.781,5017.5,0
1119726,56,technician,divorced,university.degree,no,no,no,cellular,nov,fri,178,2,3,1,success,-3.4,92.649,-30.1,0.716,5017.5,1
1119727,31,admin.,single,high.school,no,yes,no,telephone,may,fri,289,8,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
1119728,36,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,193,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
1119729,40,management,married,university.degree,no,yes,no,cellular,aug,thu,77,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
1119730,28,student,single,basic.9y,no,yes,no,cellular,aug,wed,178,1,,,,,,,0.9,4991.6,1
1119731,36,retired,married,high.school,no,yes,no,cellular,apr,thu,98,6,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0
1119732,50,management,married,university.degree,no,no,no,cellular,aug,fri,299,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
1119733,35,services,single,basic.9y,no,yes,no,cellular,jul,thu,136,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
1119734,35,services,married,high.school,no,no,no,cellular,may,fri,125,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
1119735,43,admin.,married,high.school,no,yes,no,telephone,jul,mon,132,10,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
1119736,66,retired,married,professional.course,no,no,no,cellular,mar,tue,328,1,999,0,nonexistent,-1.8,93.369,-34.8,0.655,5008.7,0
1119737,70,retired,married,unknown,no,yes,no,cellular,apr,thu,346,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,1
1119738,53,admin.,single,university.degree,no,no,no,cellular,apr,mon,59,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
1119739,48,blue-collar,married,professional.course,no,no,yes,cellular,may,thu,291,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
1119740,38,management,married,basic.9y,no,yes,no,cellular,nov,tue,390,3,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
1119741,39,unemployed,single,basic.9y,,,,,,,846,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0
1119742,18,student,single,unknown,no,yes,no,cellular,aug,wed,561,1,17,2,failure,-1.7,94.027,-38.3,0.9,4991.6,1
1119743,56,management,married,university.degree,no,yes,yes,cellular,nov,wed,104,1,999,1,failure,-0.1,93.2,-42,4.12,5195.8,0
1119744,39,entrepreneur,married,university.degree,unknown,no,no,cellular,nov,tue,54,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
1119745,36,technician,married,high.school,no,no,no,cellular,nov,tue,91,2,999,1,failure,-0.1,93.2,-42,4.153,5195.8,0
1119746,36,admin.,married,university.degree,no,no,no,cellular,jun,wed,334,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0
1119747,35,services,married,basic.9y,unknown,no,no,cellular,may,mon,69,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0
1119748,54,admin.,divorced,university.degree,no,yes,no,cellular,oct,wed,164,2,6,2,success,-3.4,92.431,-26.9,0.735,5017.5,0
1119749,39,services,married,professional.course,no,yes,no,cellular,jul,mon,751,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
1119750,52,technician,divorced,university.degree,no,no,yes,cellular,aug,tue,794,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1
1119751,33,admin.,married,university.degree,no,no,no,cellular,nov,fri,162,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
1119752,44,management,married,university.degree,no,yes,no,cellular,may,tue,71,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
1119753,42,admin.,married,professional.course,no,yes,no,telephone,nov,thu,90,1,999,0,nonexistent,-0.1,93.2,-42,4.245,5195.8,1
1119754,23,student,single,high.school,no,yes,no,cellular,may,wed,78,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
1119755,46,housemaid,married,high.school,no,yes,no,cellular,aug,fri,358,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1
1119756,35,services,single,university.degree,no,unknown,unknown,cellular,aug,mon,419,2,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0
1119757,55,management,divorced,university.degree,unknown,no,no,cellular,nov,fri,89,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
1119758,53,housemaid,married,high.school,no,no,yes,cellular,jun,thu,147,1,999,2,failure,-2.9,92.963,-40.8,1.26,5076.2,1
1119759,32,management,single,university.degree,no,no,no,cellular,jul,fri,221,4,16,1,success,-1.7,94.215,-40.3,0.896,4991.6,0
1119760,43,retired,married,high.school,no,yes,no,cellular,nov,fri,83,1,999,0,nonexistent,-0.1,93.2,-42,4.474,5195.8,0
1119761,51,blue-collar,married,basic.6y,no,yes,no,telephone,may,tue,155,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
1119762,52,entrepreneur,divorced,high.school,unknown,yes,no,cellular,jul,tue,710,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1
1119763,34,self-employed,single,university.degree,no,yes,no,cellular,apr,mon,639,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
1119764,52,admin.,married,professional.course,no,no,no,cellular,jul,tue,606,1,999,0,nonexistent,-1.7,94.215,-40.3,0.893,4991.6,1
1119765,30,blue-collar,married,high.school,no,yes,no,cellular,aug,fri,765,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
1119766,34,blue-collar,married,basic.6y,no,no,no,cellular,may,tue,319,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,0
1119767,53,management,married,university.degree,no,yes,no,cellular,nov,fri,129,4,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
1119768,29,admin.,single,basic.9y,unknown,no,no,cellular,,,460,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1
1119769,24,blue-collar,single,basic.9y,no,yes,no,cellular,may,fri,54,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
1119770,47,technician,married,professional.course,no,yes,no,cellular,aug,wed,175,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
1119771,42,retired,divorced,illiterate,no,no,no,telephone,aug,wed,128,3,999,0,nonexistent,-2.9,92.201,-31.4,0.834,5076.2,1
1119772,38,blue-collar,divorced,high.school,no,no,no,cellular,may,thu,192,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0
1119773,36,blue-collar,married,basic.6y,no,no,no,cellular,jul,tue,164,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
1119774,29,admin.,single,university.degree,no,no,no,cellular,may,mon,146,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
1119775,52,admin.,married,unknown,no,no,no,cellular,aug,tue,91,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
1119776,54,entrepreneur,divorced,high.school,unknown,no,yes,cellular,jul,tue,268,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
1119777,53,technician,married,professional.course,unknown,yes,no,telephone,may,thu,920,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,1
1119778,33,blue-collar,married,basic.6y,no,yes,no,cellular,jul,tue,376,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
1119779,36,unemployed,single,unknown,unknown,no,no,cellular,jul,thu,189,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
1119780,44,admin.,married,basic.9y,unknown,yes,yes,cellular,aug,thu,18,10,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
1119781,30,services,divorced,basic.9y,no,no,no,telephone,jun,mon,394,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,1
1119782,37,admin.,single,high.school,no,no,no,cellular,jul,tue,333,8,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
1119783,29,admin.,single,professional.course,no,yes,no,cellular,may,tue,788,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
1119784,46,self-employed,married,basic.9y,unknown,yes,no,cellular,nov,mon,431,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
1119785,48,admin.,married,unknown,unknown,no,no,cellular,nov,tue,319,2,999,1,failure,-0.1,93.2,-42,4.153,5195.8,0
1119786,27,blue-collar,single,basic.4y,no,yes,no,cellular,apr,thu,240,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
1119787,51,blue-collar,married,high.school,no,no,no,cellular,nov,fri,11,4,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
1119788,45,blue-collar,married,unknown,no,yes,no,cellular,apr,thu,432,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
1119789,51,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,tue,82,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
1119790,32,management,single,university.degree,no,yes,yes,cellular,nov,fri,164,3,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
1119791,38,services,married,high.school,no,yes,no,telephone,jul,thu,120,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
1119792,33,admin.,married,high.school,unknown,,,cellular,aug,tue,68,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
1119793,47,services,married,basic.6y,no,yes,no,cellular,jul,mon,320,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
1119794,27,blue-collar,single,high.school,no,unknown,unknown,cellular,jul,tue,290,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
1119795,33,blue-collar,single,basic.9y,no,yes,no,cellular,nov,mon,214,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
1119796,51,technician,married,professional.course,no,yes,no,cellular,jul,wed,69,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
1119797,39,management,married,university.degree,no,no,no,cellular,aug,fri,108,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
1119798,24,management,married,university.degree,no,yes,no,telephone,may,thu,921,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
1119799,25,technician,single,university.degree,no,yes,no,telephone,aug,tue,6,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,0
1119800,36,management,married,basic.6y,no,yes,yes,cellular,aug,thu,354,3,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,1
1119801,62,retired,married,professional.course,no,yes,no,cellular,may,mon,212,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0
1119802,39,admin.,married,high.school,no,yes,no,cellular,may,mon,301,3,3,1,success,-1.8,92.893,-46.2,1.354,5099.1,1
1119803,43,self-employed,married,university.degree,no,no,no,cellular,jul,tue,386,3,999,1,failure,-1.7,94.215,-40.3,0.797,4991.6,1
1119804,41,admin.,married,university.degree,no,yes,no,cellular,aug,fri,47,13,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
1119805,40,admin.,married,professional.course,unknown,no,no,cellular,jul,wed,100,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
1119806,26,blue-collar,single,high.school,no,no,no,telephone,nov,fri,201,1,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,0
1119807,36,admin.,single,high.school,no,yes,no,cellular,may,tue,67,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
1119808,49,unemployed,married,basic.4y,unknown,yes,no,cellular,may,wed,804,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
1119809,47,blue-collar,married,basic.4y,unknown,yes,yes,cellular,jul,thu,114,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
1119810,30,management,married,high.school,no,yes,no,cellular,aug,tue,19,12,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
1119811,45,management,married,high.school,unknown,yes,no,cellular,aug,wed,228,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
1119812,35,student,single,unknown,unknown,no,no,cellular,jul,wed,103,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
1119813,57,retired,married,basic.4y,no,yes,yes,cellular,jun,tue,162,3,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,1
1119814,39,admin.,married,university.degree,no,yes,yes,cellular,aug,,328,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
1119815,51,technician,married,professional.course,unknown,yes,no,cellular,aug,wed,365,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
1119816,40,admin.,married,high.school,no,yes,yes,cellular,aug,tue,172,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
1119817,49,blue-collar,married,basic.6y,no,,,,aug,tue,232,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
1119818,37,self-employed,married,university.degree,no,yes,no,cellular,nov,fri,6,5,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
1119819,43,admin.,single,high.school,no,no,no,cellular,apr,tue,216,2,999,1,failure,-1.8,93.075,-47.1,1.453,5099.1,0
1119820,56,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,95,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
1119821,28,technician,single,university.degree,unknown,no,no,telephone,jul,tue,38,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
1119822,41,services,married,high.school,unknown,no,yes,telephone,jul,mon,187,11,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
1119823,32,technician,single,university.degree,no,yes,no,telephone,jul,thu,119,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
1119824,28,services,single,high.school,no,no,no,telephone,may,thu,32,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,0
1119825,37,management,single,university.degree,no,yes,no,cellular,may,tue,58,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
1119826,42,admin.,divorced,university.degree,no,yes,no,cellular,may,fri,243,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
1119827,32,management,single,university.degree,no,no,no,cellular,jul,fri,237,2,999,1,failure,-1.7,94.215,-40.3,0.861,4991.6,0
1119828,45,blue-collar,married,basic.4y,no,no,no,cellular,may,tue,77,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0
1119829,22,student,single,high.school,no,no,no,cellular,apr,tue,194,2,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,0
1119830,46,admin.,single,university.degree,no,no,yes,cellular,may,mon,11,6,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
1119831,24,student,single,high.school,no,yes,yes,cellular,sep,wed,251,2,6,2,success,-1.1,94.199,-37.5,0.876,4963.6,1
1119832,54,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,wed,261,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
1119833,35,admin.,married,university.degree,no,no,yes,cellular,may,wed,261,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
1119834,37,technician,single,high.school,no,yes,no,telephone,apr,thu,201,1,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,0
1119835,41,entrepreneur,divorced,unknown,no,yes,no,cellular,may,fri,317,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
1119836,41,technician,married,professional.course,no,no,no,cellular,aug,tue,152,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
1119837,23,technician,single,high.school,no,no,no,cellular,may,thu,198,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0
1119838,47,admin.,divorced,university.degree,unknown,no,no,cellular,aug,thu,200,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
1119839,30,admin.,married,basic.9y,no,yes,yes,cellular,nov,thu,539,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
1119840,39,admin.,married,high.school,no,no,no,cellular,jul,fri,184,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
1119841,51,technician,married,professional.course,no,yes,no,telephone,aug,fri,115,2,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0
1119842,45,technician,divorced,high.school,no,yes,no,cellular,may,thu,121,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
1119843,37,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,mon,623,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
1119844,40,technician,single,university.degree,no,yes,no,cellular,aug,fri,117,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
1119845,52,management,married,university.degree,unknown,yes,no,cellular,nov,tue,419,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,1
1119846,36,admin.,married,university.degree,unknown,yes,no,cellular,aug,wed,155,11,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
1119847,39,technician,married,professional.course,unknown,no,no,cellular,aug,fri,49,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
1119848,29,admin.,single,basic.9y,no,yes,no,cellular,may,mon,258,4,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0
1119849,35,management,married,basic.4y,no,no,no,cellular,nov,tue,276,1,999,1,failure,-0.1,93.2,-42,4.153,5195.8,0
1119850,42,services,married,high.school,unknown,yes,yes,cellular,apr,thu,243,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
1119851,46,unknown,single,unknown,unknown,yes,no,cellular,dec,mon,1472,1,6,1,success,-3,92.713,-33,0.706,5023.5,0
1119852,43,management,married,unknown,no,yes,no,cellular,jul,wed,129,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
1119853,67,retired,married,university.degree,no,no,no,cellular,aug,tue,201,1,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2,0
1119854,43,admin.,divorced,university.degree,no,yes,yes,cellular,aug,wed,95,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
1119855,33,technician,single,professional.course,no,no,yes,cellular,jul,tue,1408,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
1119856,58,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,74,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0
1119857,29,admin.,single,basic.9y,no,yes,no,cellular,may,thu,111,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
1119858,49,technician,married,high.school,unknown,no,no,cellular,aug,fri,114,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
1119859,51,admin.,divorced,university.degree,unknown,no,no,,aug,fri,86,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
1119860,57,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,wed,243,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
1119861,38,admin.,married,university.degree,no,yes,no,cellular,aug,tue,194,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
1119862,57,blue-collar,married,basic.9y,unknown,yes,no,telephone,nov,fri,126,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
1119863,36,technician,married,university.degree,no,unknown,unknown,cellular,sep,thu,1334,2,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,1
1119864,45,housemaid,married,basic.4y,unknown,no,no,cellular,aug,mon,463,14,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
1119865,25,student,single,university.degree,no,yes,yes,cellular,jul,wed,77,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
1119866,33,blue-collar,married,basic.6y,no,yes,no,cellular,jul,tue,1206,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
1119867,54,technician,divorced,professional.course,no,yes,no,cellular,dec,mon,352,1,6,1,success,-3,92.713,-33,0.715,5023.5,0
1119868,41,blue-collar,married,basic.4y,no,yes,no,cellular,may,wed,124,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
1119869,31,blue-collar,married,basic.9y,no,yes,yes,cellular,apr,thu,126,2,999,2,failure,-1.8,93.075,-47.1,1.41,5099.1,0
1119870,41,self-employed,married,professional.course,no,yes,no,cellular,may,thu,46,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
1119871,28,management,married,basic.6y,no,no,yes,cellular,jun,tue,111,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,0
1119872,42,services,divorced,high.school,no,yes,no,cellular,nov,fri,855,3,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
1119873,32,self-employed,married,university.degree,no,yes,no,cellular,nov,wed,70,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
1119874,36,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,mon,221,8,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
1119875,45,technician,married,professional.course,unknown,no,no,cellular,aug,fri,46,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
1119876,66,retired,married,unknown,no,no,no,cellular,aug,mon,43,1,999,2,failure,-2.9,92.201,-31.4,0.861,5076.2,0
1119877,26,admin.,single,university.degree,no,no,no,cellular,oct,fri,306,1,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,1
1119878,42,management,divorced,university.degree,unknown,yes,no,cellular,jul,mon,141,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
1119879,29,blue-collar,single,basic.9y,no,yes,no,cellular,mar,tue,152,13,999,0,nonexistent,-1.8,92.843,-50,1.556,5099.1,0
1119880,34,blue-collar,married,unknown,no,no,no,cellular,may,wed,232,6,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
1119881,36,technician,single,professional.course,no,no,yes,cellular,aug,fri,66,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
1119882,33,admin.,single,university.degree,no,yes,no,cellular,aug,tue,125,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
1119883,28,student,single,high.school,no,no,yes,cellular,may,wed,472,1,3,5,success,-1.8,93.876,-40,0.69,5008.7,1
1119884,58,blue-collar,married,basic.4y,no,yes,no,cellular,aug,wed,771,1,3,1,success,-1.7,94.027,-38.3,0.9,4991.6,1
1119885,48,blue-collar,married,high.school,no,no,no,cellular,aug,wed,312,9,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
1119886,47,admin.,married,university.degree,no,yes,no,cellular,aug,wed,176,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
1119887,37,self-employed,single,university.degree,no,yes,no,cellular,aug,tue,121,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
1119888,31,blue-collar,married,high.school,no,yes,no,cellular,jul,tue,127,7,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
1119889,38,admin.,married,basic.6y,no,no,no,cellular,jul,thu,18,6,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
1119890,33,technician,married,university.degree,no,yes,no,cellular,jul,thu,52,7,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
1119891,40,housemaid,married,basic.6y,no,,,telephone,jul,tue,225,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
1119892,34,admin.,married,university.degree,no,yes,yes,cellular,jul,mon,151,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
